"Year","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030"
"ag047",1,1,1,1,1,1,1,4.5,4.5,4.5,4.5,4.5
"ag048",0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,4.5,4.5,4.5
"ag049",1,1,1,1,1,1,1,4,4,4,4,4
"ag050",0,0,1,1,1,1,1,1,2.5,2.5,2.5,2.5
"ag051",1,1,1,1,1,1,1,1,4.5,4.5,4.5,4.5
"ag052",0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,5,5,5,5
"ag053",0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3,3,3,3
"ag054",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,5.5,5.5,5.5,5.5
"ag055",2,2,2,2,2,2,2,7,7,7,7,7
"ag056",2,2,2,2,2,2,2,9,9,9,9,9
"ag058",2,2,2,2,2,2,7,7,7,7,7,7
"ag059",1,1,1,1,1,1,1,4.5,4.5,4.5,4.5,4.5
"ag060",1,1,1,1,1,1,2,2,2,2,2,2
"ag062",4.5,4.5,4.5,4.5,4.5,4.5,7.5,7.5,7.5,7.5,7.5,7.5
"ag063",0,2,2,2,2,2,2,2,2,2,8.5,8.5
"ag064",0,1,1,1,1,1,1,1,1,3.5,3.5,3.5
"ag065",1.5,1.5,1.5,1.5,1.5,1.5,1.5,4.5,4.5,4.5,4.5,4.5
"ag066",0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3,3,3,3
"ag067",1.5,1.5,1.5,1.5,1.5,1.5,1.5,5.5,5.5,5.5,5.5,5.5
"ag068",0,1,1,1,1,1,1,1,5.5,5.5,5.5,5.5
"ag069",2,2,2,2,2,2,2,5.5,5.5,5.5,5.5,5.5
"ag070",2,2,2,2,2,2,2,2,7,7,7,7
"ag071",1,1,1,1,1,1,1,4.5,4.5,4.5,4.5,4.5
"ag072",0,1,1,1,1,1,1,1,3.5,3.5,3.5,3.5
"ag073",1,1,1,1,1,1,1,1,3,3,3,3
"ag074",1,1,1,1,1,1,1,1,4.5,4.5,4.5,4.5
"ag075",1.5,1.5,1.5,1.5,1.5,1.5,1.5,7.5,7.5,7.5,7.5,7.5
"ag076",1,1,1,1,1,1,1,1,1,4.5,4.5,4.5
"ag077",0,0.5,0.5,0.5,0.5,0.5,0.5,2.5,2.5,2.5,2.5,2.5
"ag078",1.5,1.5,1.5,1.5,1.5,1.5,1.5,4.5,4.5,4.5,4.5,4.5
"ag080",2,2,2,2,2,5,5,5,5,5,7,7
"ag081",0,0,0,0,0,0,1.5,1.5,1.5,1.5,1.5,1.5
"ag082",2.5,2.5,2.5,2.5,2.5,2.5,7,7,7,7,7,7
"ag083",0,0,0,0,0,0,1.5,1.5,1.5,1.5,1.5,3
"ag084",2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,8,8,8,8
"ag085",0,1,1,1,1,1,1,1,5,5,5,5
"ag086",1,1,1,1,1,1,1,1,4,4,4,4
"ag087",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,2.5,2.5,2.5
"ag088",0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2,2,2
"ag089",2,2,2,2,2,2,2,7,7,7,7,7
"ag090",1,1,1,1,1,1,1,1,3,3,3,3
"ag093",1,1,1,1,1,1,1,4.5,4.5,4.5,4.5,4.5
"ag094",1,1,1,1,1,1,1,5.5,5.5,5.5,5.5,5.5
"ag095",1,1,1,1,1,1,1,1,5.5,5.5,5.5,5.5
"ag096",1.5,1.5,1.5,1.5,1.5,1.5,1.5,8.5,8.5,8.5,8.5,8.5
"ag098",2,2,2,2,2,2,2,2,7.5,7.5,7.5,7.5
"ag099",1,1,1,1,1,1,1,1,3.5,3.5,3.5,3.5
"ag100",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,5.5,5.5,5.5,5.5
"ag101",1,1,1,1,1,1,1,1,3.5,3.5,3.5,3.5
"ag102",2,2,2,2,2,2,2,7.5,7.5,7.5,7.5,7.5
"ag104",2,2,2,2,2,2,2,11,11,11,11,11
"ag105",1,1,1,1,1,1,1,1,5,5,5,5
"ag106",1,1,1,1,1,1,1,4,4,4,4,4
"ag107",2,2,2,2,2,2,2,5,5,5,5,5
"ag108",1,1,1,1,1,1,1,3,3,3,3,3
"ag109",3,3,3,3,3,3,3,3,13,13,13,13
"ag110",1,1,1,1,1,1,1,1,4,4,4,4
"ag111",1,1,1,1,1,1,1,1,3.5,3.5,3.5,3.5
"ag112",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,5,5,5,5
"ag113",1,1,1,1,1,1,1,5,5,5,5,5
"ag114",2.5,2.5,2.5,2.5,2.5,2.5,7,7,7,7,7,9
"ag117",0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2,2
"ag118",1.5,1.5,1.5,1.5,1.5,1.5,1.5,4.5,4.5,4.5,4.5,4.5
"ag119",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,4.5,4.5,4.5,4.5
"ag120",1,1,1,1,1,1,1,1,3.5,3.5,3.5,3.5
"ag122",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,5.5,5.5,5.5,5.5
"ag123",0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,2.5,2.5,2.5,2.5
"ag124",1,1,1,1,1,1,1,1,4,4,4,4
"ag125",1.5,1.5,1.5,1.5,1.5,1.5,1.5,5.5,5.5,5.5,5.5,5.5
"ag126",1,1,1,1,1,1,1,2.5,2.5,2.5,2.5,2.5
"ag127",1.5,1.5,1.5,1.5,1.5,1.5,1.5,4,4,4,4,4
"ag128",2.5,2.5,2.5,2.5,2.5,2.5,2.5,5.5,5.5,5.5,5.5,5.5
"ag129",1,1,1,1,1,1,1,6,6,6,6,6
"ag130",1,1,1,1,1,1,1,1,4,4,4,4
"ag131",2,2,2,2,2,2,2,10,10,10,10,10
"ag132",1,1,1,1,1,1,1,1,1,4,4,4
"ag133",1,1,1,1,1,1,1,1,5,5,5,5
"ag134",1,1,1,1,1,1,1,6.5,6.5,6.5,6.5,6.5
"ag136",0,1,1,1,1,1,1,1,1,3.5,3.5,3.5
"ag137",2.5,2.5,2.5,2.5,2.5,2.5,2.5,6.5,6.5,6.5,6.5,6.5
"ag139",2.5,2.5,2.5,2.5,2.5,2.5,6.5,6.5,6.5,6.5,6.5,6.5
"ag140",0,0,0,0,0,0,1,1,1,1,1,1
"ag141",3.5,3.5,3.5,3.5,3.5,3.5,9.5,9.5,9.5,9.5,9.5,12
"ag142",0.5,0.5,0.5,0.5,0.5,0.5,0.5,3,3,3,3,3
"ag143",1.5,1.5,1.5,1.5,1.5,1.5,1.5,5.5,5.5,5.5,5.5,5.5
"ag144",1,1,1,1,1,1,1,3,3,3,3,3
"ag145",1,1,1,1,1,1,1,7,7,7,7,7
"ag147",2.5,2.5,2.5,2.5,2.5,2.5,2.5,7.5,7.5,7.5,7.5,7.5
"ag148",1,1,1,1,1,1,1,1,5.5,5.5,5.5,5.5
"ag149",3,3,3,3,3,3,6,6,6,6,6,6
"ag151",1,1,1,1,1,1,1,1,1,4.5,4.5,4.5
"ag152",0,3,3,3,3,3,3,3,11,11,11,11
"ag153",0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,2.5,2.5,2.5,2.5
"ag154",1,1,1,1,1,1,1,1,1,4.5,4.5,4.5
"ag155",0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2,2
"ag156",1.5,1.5,1.5,1.5,1.5,1.5,6,6,6,6,6,6
"ag157",2,2,2,2,2,2,2,7,7,7,7,7
"ag159",2,2,2,2,2,2,6,6,6,6,6,8.5
"ag160",1,1,1,1,1,1,1,5.5,5.5,5.5,5.5,5.5
"ag161",1.5,1.5,1.5,1.5,1.5,1.5,1.5,6,6,6,6,6
"ag162",0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,2.5,2.5,2.5,2.5
"ag163",0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,2.5,2.5,2.5,2.5
"ag164",1,1,1,1,1,1,1,1,3,3,3,3
"ag165",0,0,0,1,1,1,1,1,1,3,3,3
"ag166",0,2,2,2,2,2,2,2,11,11,11,11
"ag167",1,1,1,1,1,1,1,1,4,4,4,4
"ag168",0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,2.5,2.5,2.5,2.5
"ag169",0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,2.5,2.5,2.5,2.5
"ag170",1,1,1,1,1,1,1,4.5,4.5,4.5,4.5,4.5
"ag171",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2,2
"ag172",1,1,1,1,1,1,1,1,3.5,3.5,3.5,3.5
"ag173",1,1,1,1,1,1,1,1,4,4,4,4
"ag174",0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,4,4
"ag175",1,1,1,1,1,1,1,6,6,6,6,6
"ag176",0.5,0.5,0.5,0.5,0.5,0.5,0.5,3,3,3,3,3
"ag177",1,1,1,1,1,1,1,1,3.5,3.5,3.5,3.5
"ag178",0,1,1,1,1,1,1,2.5,2.5,2.5,2.5,2.5
"ag179",1,1,1,1,1,1,1,1,3.5,3.5,3.5,3.5
"ag180",0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3.5,3.5,3.5
"ag181",1.5,1.5,1.5,1.5,1.5,1.5,1.5,6.5,6.5,6.5,6.5,6.5
"ag182",1,1,1,1,1,1,1,1,3.5,3.5,3.5,3.5
"ag183",1,1,1,1,1,1,1,1,1,5.5,5.5,5.5
"ag184",0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,2.5,2.5,2.5,2.5
"ag185",2.5,2.5,2.5,2.5,2.5,2.5,5.5,5.5,5.5,5.5,5.5,7.5
"ag186",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,2.5,2.5,2.5
"ag188",0.5,0.5,0.5,0.5,0.5,0.5,0.5,3.5,3.5,3.5,3.5,3.5
"ag189",1,1,1,1,1,1,1,4.5,4.5,4.5,4.5,4.5
"ag191",2,2,2,2,2,2,2,9.5,9.5,9.5,9.5,9.5
"ag192",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,6,6,6
"ag193",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,5.5,5.5,5.5,5.5
"ag194",1,1,1,1,1,1,1,1,4,4,4,4
"ag195",1.5,1.5,1.5,1.5,1.5,1.5,1.5,6,6,6,6,6
"ag196",0,1,1,1,1,1,1,1,1,1,1,5
"ag197",1,1,1,1,1,1,1,1,4.5,4.5,4.5,4.5
"ag198",0,1,1,1,1,1,1,3.5,3.5,3.5,3.5,3.5
"ag199",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,5.5,5.5,5.5,5.5
"ag200",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,8,8,8,8
"ag201",1,1,1,1,1,1,1,5,5,5,5,5
"ag202",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2,2
"ag204",1,1,1,1,1,1,1,4,4,4,4,4
"ag205",0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,2.5,2.5,2.5,2.5
"ag206",0.5,0.5,0.5,0.5,0.5,0.5,0.5,5.5,5.5,5.5,5.5,5.5
"ag207",2,2,2,2,2,2,2,7.5,7.5,7.5,7.5,7.5
"ag208",1,1,1,1,1,1,1,1,3.5,3.5,3.5,3.5
"ag209",1,1,1,1,1,1,1,1,4.5,4.5,4.5,4.5
"ag210",1,1,1,1,1,1,1,1,3.5,3.5,3.5,3.5
"ag211",1,1,1,1,1,1,1,1,4,4,4,4
"ag212",2,2,2,2,2,2,6.5,6.5,6.5,6.5,6.5,8.5
"ag213",1,1,1,1,1,1,1,1,4,4,4,4
"ag214",1,1,1,1,1,1,1,1,3,3,3,3
"ag215",1,1,1,1,1,1,1,1,1,4.5,4.5,4.5
"ag216",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3,3,3,3
"ag217",1,1,1,1,1,1,1,4.5,4.5,4.5,4.5,4.5
"ag218",0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2,2,2
"ag219",0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,2.5,2.5
"ag220",1,1,1,1,1,1,1,5,5,5,5,5
"ag222",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,5.5,5.5,5.5,5.5
"ag223",0,0,0.5,0.5,0.5,0.5,0.5,0.5,2.5,2.5,2.5,2.5
"ag224",0,0,0,0,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5
"ag225",1,1,1,1,1,1,1,1,4.5,4.5,4.5,4.5
"ag226",0.5,0.5,0.5,0.5,0.5,0.5,0.5,3.5,3.5,3.5,3.5,3.5
"ag227",0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,2.5
"ag228",5,5,5,5,5,5,5,11.5,11.5,11.5,11.5,11.5
"ag230",1.5,1.5,1.5,1.5,1.5,1.5,1.5,6,6,6,6,6
"ag232",0,0,0,0,1.5,1.5,1.5,1.5,1.5,1.5,6,6
"ag233",1,1,1,1,1,1,1,1,3,3,3,3
"ag235",0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,2.5,2.5
"ag236",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,4,4,4,4
"ag237",0,1,1,1,1,1,1,1,1,3.5,3.5,3.5
"ag238",1.5,1.5,1.5,1.5,1.5,1.5,1.5,5,5,5,5,5
"ag239",1,1,1,1,1,1,1,1,3,3,3,3
"ag240",0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,2.5,2.5
"ag241",1,1,1,1,1,1,1,3,3,3,3,3
"ag242",2,2,2,2,2,2,5.5,5.5,5.5,5.5,5.5,5.5
"ag243",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,5.5,5.5,5.5,5.5
"ag244",1,1,1,1,1,1,1,4,4,4,4,4
"ag245",0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2,2,2
"ag246",1,1,1,1,1,1,1,5.5,5.5,5.5,5.5,5.5
"ag247",0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3.5,3.5,3.5,3.5
"ag248",1.5,1.5,1.5,1.5,1.5,1.5,1.5,7.5,7.5,7.5,7.5,7.5
"ag250",2,2,2,2,2,2,2,4.5,4.5,4.5,4.5,4.5
"ag251",0,0,1,1,1,1,1,1,1,1,8.5,8.5
"ag253",2.5,2.5,2.5,2.5,2.5,2.5,2.5,9.5,9.5,9.5,9.5,9.5
"ag254",1.5,1.5,1.5,1.5,1.5,1.5,1.5,7,7,7,7,7
"ag255",3,3,3,3,3,3,3,11.5,11.5,11.5,11.5,11.5
"ag256",1.5,1.5,1.5,1.5,1.5,1.5,1.5,7,7,7,7,7
"ag257",1.5,1.5,1.5,1.5,1.5,1.5,1.5,5,5,5,5,5
"ag258",1,1,1,1,1,1,1,1,1,4,4,4
"ag259",0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
"ag260",0,0,1,1,1,1,1,1,1,1,1,1
"ag261",1,1,1,1,1,1,1,1,2.5,2.5,2.5,2.5
"ag262",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,7,7,7,7
"ag263",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3.5,3.5,3.5,3.5
"ag264",0,0.5,0.5,0.5,0.5,0.5,0.5,1.5,1.5,1.5,1.5,1.5
"ag267",1.5,1.5,1.5,1.5,1.5,1.5,1.5,6.5,6.5,6.5,6.5,6.5
"ag268",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,2.5,2.5,2.5
"ag269",0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,5,5,5,5
"ag270",1.5,1.5,1.5,1.5,1.5,1.5,1.5,4.5,4.5,4.5,4.5,4.5
"ag271",1,1,1,1,1,1,1,4.5,4.5,4.5,4.5,4.5
"ag272",1,1,1,1,1,1,1,1,3.5,3.5,3.5,3.5
"ag273",1,1,1,1,1,1,1,3,3,3,3,3
"ag274",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,6.5,6.5,6.5,6.5
"ag276",1.5,1.5,1.5,1.5,1.5,1.5,1.5,7,7,7,7,7
"ag277",1.5,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,3.5,3.5,3.5
"ag278",0,1,1,1,1,1,1,1,1,3.5,3.5,3.5
"ag279",1.5,1.5,1.5,1.5,1.5,1.5,1.5,5.5,5.5,5.5,5.5,5.5
"ag280",0,0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
"ag281",1,1,1,1,1,1,1,1,1,6,6,6
"ag282",0.5,0.5,0.5,0.5,0.5,0.5,0.5,3,3,3,3,3
"ag283",0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
"ag284",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,2.5,2.5,2.5
"ag285",1,1,1,1,1,1,1,3,3,3,3,3
"ag286",1.5,1.5,1.5,1.5,1.5,1.5,1.5,5.5,5.5,5.5,5.5,5.5
"ag287",1,1,1,1,1,1,1,5,5,5,5,5
"ag288",1,1,1,1,1,1,3,3,3,3,3,3
"ag289",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,7,7,7,7
"ag290",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,5.5,5.5,5.5,5.5
"ag291",1,1,1,1,1,1,1,4,4,4,4,4
"ag292",0,0,0,0,0,1,1,1,1,1,1,2.5
"ag293",2.5,2.5,2.5,2.5,2.5,2.5,2.5,8,8,8,8,8
"ag294",2,2,2,2,2,2,2,7.5,7.5,7.5,7.5,7.5
"ag295",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3,3,3,3
"ag296",1,1,1,1,1,1,1,1,2.5,2.5,2.5,2.5
"ag297",1,1,1,1,1,1,1,1,4.5,4.5,4.5,4.5
"ag298",1,1,1,1,1,1,1,1,3,3,3,3
"ag299",3,3,3,3,3,3,7,7,7,7,7,7
