"Start","Finish","GridLoad_MWh"
2013-02-13 22:00:00,2013-02-13 23:00:00,2699.665
2013-02-13 23:00:00,2013-02-14 00:00:00,2404.42
2013-02-14 00:00:00,2013-02-14 01:00:00,2220.276
2013-02-14 01:00:00,2013-02-14 02:00:00,2132.606
2013-02-14 02:00:00,2013-02-14 03:00:00,2084.896
2013-02-14 03:00:00,2013-02-14 04:00:00,2052.767
2013-02-14 04:00:00,2013-02-14 05:00:00,2050.219
2013-02-14 05:00:00,2013-02-14 06:00:00,2138.836
2013-02-14 06:00:00,2013-02-14 07:00:00,2381.656
2013-02-14 07:00:00,2013-02-14 08:00:00,2623.475
2013-02-14 08:00:00,2013-02-14 09:00:00,2701.07
2013-02-14 09:00:00,2013-02-14 10:00:00,2774.77
2013-02-14 10:00:00,2013-02-14 11:00:00,2880.657
2013-02-14 11:00:00,2013-02-14 12:00:00,2964.533
2013-02-14 12:00:00,2013-02-14 13:00:00,3020.739
2013-02-14 13:00:00,2013-02-14 14:00:00,3002.276
2013-02-14 14:00:00,2013-02-14 15:00:00,2978.039
2013-02-14 15:00:00,2013-02-14 16:00:00,2942.598
2013-02-14 16:00:00,2013-02-14 17:00:00,2903.4
2013-02-14 17:00:00,2013-02-14 18:00:00,2780.018
2013-02-14 18:00:00,2013-02-14 19:00:00,2681.147
2013-02-14 19:00:00,2013-02-14 20:00:00,2683.056
2013-02-14 20:00:00,2013-02-14 21:00:00,2613.146
2013-02-14 21:00:00,2013-02-14 22:00:00,2423.623
2013-02-14 22:00:00,2013-02-14 23:00:00,2204.895
2013-02-14 23:00:00,2013-02-15 00:00:00,2016.507
2013-02-15 00:00:00,2013-02-15 01:00:00,1893.929
2013-02-15 01:00:00,2013-02-15 02:00:00,1800.055
2013-02-15 02:00:00,2013-02-15 03:00:00,1784.326
2013-02-15 03:00:00,2013-02-15 04:00:00,1782.152
2013-02-15 04:00:00,2013-02-15 05:00:00,1798.522
2013-02-15 05:00:00,2013-02-15 06:00:00,1904.478
2013-02-15 06:00:00,2013-02-15 07:00:00,2096.008
2013-02-15 07:00:00,2013-02-15 08:00:00,2347.84
2013-02-15 08:00:00,2013-02-15 09:00:00,2456.309
2013-02-15 09:00:00,2013-02-15 10:00:00,2544.187
2013-02-15 10:00:00,2013-02-15 11:00:00,2631.783
2013-02-15 11:00:00,2013-02-15 12:00:00,2750.025
2013-02-15 12:00:00,2013-02-15 13:00:00,2852.168
2013-02-15 13:00:00,2013-02-15 14:00:00,2939.71
2013-02-15 14:00:00,2013-02-15 15:00:00,3007.767
2013-02-15 15:00:00,2013-02-15 16:00:00,3058.501
2013-02-15 16:00:00,2013-02-15 17:00:00,3136.973
2013-02-15 17:00:00,2013-02-15 18:00:00,3088.571
2013-02-15 18:00:00,2013-02-15 19:00:00,2945.209
2013-02-15 19:00:00,2013-02-15 20:00:00,2899.135
2013-02-15 20:00:00,2013-02-15 21:00:00,2822.497
2013-02-15 21:00:00,2013-02-15 22:00:00,2626.999
2013-02-15 22:00:00,2013-02-15 23:00:00,2396.969
2013-02-15 23:00:00,2013-02-16 00:00:00,2182.403
2013-02-16 00:00:00,2013-02-16 01:00:00,2046.328
2013-02-16 01:00:00,2013-02-16 02:00:00,1940.514
2013-02-16 02:00:00,2013-02-16 03:00:00,1881.027
2013-02-16 03:00:00,2013-02-16 04:00:00,1838.431
2013-02-16 04:00:00,2013-02-16 05:00:00,1825.305
2013-02-16 05:00:00,2013-02-16 06:00:00,1833.658
2013-02-16 06:00:00,2013-02-16 07:00:00,1883.084
2013-02-16 07:00:00,2013-02-16 08:00:00,2050.978
2013-02-16 08:00:00,2013-02-16 09:00:00,2226.899
2013-02-16 09:00:00,2013-02-16 10:00:00,2368.002
2013-02-16 10:00:00,2013-02-16 11:00:00,2500.371
2013-02-16 11:00:00,2013-02-16 12:00:00,2656.666
2013-02-16 12:00:00,2013-02-16 13:00:00,2757.746
2013-02-16 13:00:00,2013-02-16 14:00:00,2839.201
2013-02-16 14:00:00,2013-02-16 15:00:00,2910.669
2013-02-16 15:00:00,2013-02-16 16:00:00,2958.286
2013-02-16 16:00:00,2013-02-16 17:00:00,2968.357
2013-02-16 17:00:00,2013-02-16 18:00:00,2914.38
2013-02-16 18:00:00,2013-02-16 19:00:00,2780.518
2013-02-16 19:00:00,2013-02-16 20:00:00,2673.003
2013-02-16 20:00:00,2013-02-16 21:00:00,2544.238
2013-02-16 21:00:00,2013-02-16 22:00:00,2369.791
2013-02-16 22:00:00,2013-02-16 23:00:00,2173.622
2013-02-16 23:00:00,2013-02-17 00:00:00,2017.487
2013-02-17 00:00:00,2013-02-17 01:00:00,1905.239
2013-02-17 01:00:00,2013-02-17 02:00:00,1813.513
2013-02-17 02:00:00,2013-02-17 03:00:00,1743.773
2013-02-17 03:00:00,2013-02-17 04:00:00,1709.741
2013-02-17 04:00:00,2013-02-17 05:00:00,1709.098
2013-02-17 05:00:00,2013-02-17 06:00:00,1736.19
2013-02-17 06:00:00,2013-02-17 07:00:00,1734.762
2013-02-17 07:00:00,2013-02-17 08:00:00,1799.916
2013-02-17 08:00:00,2013-02-17 09:00:00,1896.632
2013-02-17 09:00:00,2013-02-17 10:00:00,1949.018
2013-02-17 10:00:00,2013-02-17 11:00:00,1991.606
2013-02-17 11:00:00,2013-02-17 12:00:00,2038.005
2013-02-17 12:00:00,2013-02-17 13:00:00,2074.431
2013-02-17 13:00:00,2013-02-17 14:00:00,2067.434
2013-02-17 14:00:00,2013-02-17 15:00:00,2028.823
2013-02-17 15:00:00,2013-02-17 16:00:00,2018.044
2013-02-17 16:00:00,2013-02-17 17:00:00,2032.253
2013-02-17 17:00:00,2013-02-17 18:00:00,2076.399
2013-02-17 18:00:00,2013-02-17 19:00:00,2121.512
2013-02-17 19:00:00,2013-02-17 20:00:00,2195.042
2013-02-17 20:00:00,2013-02-17 21:00:00,2137.083
2013-02-17 21:00:00,2013-02-17 22:00:00,1993.345
2013-02-17 22:00:00,2013-02-17 23:00:00,1834.061
2013-02-17 23:00:00,2013-02-18 00:00:00,1712.318
2013-02-18 00:00:00,2013-02-18 01:00:00,1634.453
2013-02-18 01:00:00,2013-02-18 02:00:00,1586.332
2013-02-18 02:00:00,2013-02-18 03:00:00,1566.313
2013-02-18 03:00:00,2013-02-18 04:00:00,1572.071
2013-02-18 04:00:00,2013-02-18 05:00:00,1605.587
2013-02-18 05:00:00,2013-02-18 06:00:00,1709.494
2013-02-18 06:00:00,2013-02-18 07:00:00,1904.338
2013-02-18 07:00:00,2013-02-18 08:00:00,2113.812
2013-02-18 08:00:00,2013-02-18 09:00:00,2159.002
2013-02-18 09:00:00,2013-02-18 10:00:00,2156.029
2013-02-18 10:00:00,2013-02-18 11:00:00,2129.855
2013-02-18 11:00:00,2013-02-18 12:00:00,2149.394
2013-02-18 12:00:00,2013-02-18 13:00:00,2192.019
2013-02-18 13:00:00,2013-02-18 14:00:00,2274.74
2013-02-18 14:00:00,2013-02-18 15:00:00,2362.222
2013-02-18 15:00:00,2013-02-18 16:00:00,2431.026
2013-02-18 16:00:00,2013-02-18 17:00:00,2514.957
2013-02-18 17:00:00,2013-02-18 18:00:00,2506.281
2013-02-18 18:00:00,2013-02-18 19:00:00,2465.66
2013-02-18 19:00:00,2013-02-18 20:00:00,2492.404
2013-02-18 20:00:00,2013-02-18 21:00:00,2397.974
2013-02-18 21:00:00,2013-02-18 22:00:00,2212.8
2013-02-18 22:00:00,2013-02-18 23:00:00,2019.932
2013-02-18 23:00:00,2013-02-19 00:00:00,1848.892
2013-02-19 00:00:00,2013-02-19 01:00:00,1750.575
2013-02-19 01:00:00,2013-02-19 02:00:00,1702.331
2013-02-19 02:00:00,2013-02-19 03:00:00,1675.841
2013-02-19 03:00:00,2013-02-19 04:00:00,1652.487
2013-02-19 04:00:00,2013-02-19 05:00:00,1675.957
2013-02-19 05:00:00,2013-02-19 06:00:00,1794.594
2013-02-19 06:00:00,2013-02-19 07:00:00,1979.043
2013-02-19 07:00:00,2013-02-19 08:00:00,2187.808
2013-02-19 08:00:00,2013-02-19 09:00:00,2257.894
2013-02-19 09:00:00,2013-02-19 10:00:00,2291.697
2013-02-19 10:00:00,2013-02-19 11:00:00,2351.108
2013-02-19 11:00:00,2013-02-19 12:00:00,2434.885
2013-02-19 12:00:00,2013-02-19 13:00:00,2549.622
2013-02-19 13:00:00,2013-02-19 14:00:00,2651.592
2013-02-19 14:00:00,2013-02-19 15:00:00,2757.428
2013-02-19 15:00:00,2013-02-19 16:00:00,2864.444
2013-02-19 16:00:00,2013-02-19 17:00:00,2933.805
2013-02-19 17:00:00,2013-02-19 18:00:00,2903.78
2013-02-19 18:00:00,2013-02-19 19:00:00,2816.629
2013-02-19 19:00:00,2013-02-19 20:00:00,2827.668
2013-02-19 20:00:00,2013-02-19 21:00:00,2713.444
2013-02-19 21:00:00,2013-02-19 22:00:00,2491.915
2013-02-19 22:00:00,2013-02-19 23:00:00,2255.961
2013-02-19 23:00:00,2013-02-20 00:00:00,2040.263
2013-02-20 00:00:00,2013-02-20 01:00:00,1911.31
2013-02-20 01:00:00,2013-02-20 02:00:00,1842.852
2013-02-20 02:00:00,2013-02-20 03:00:00,1813.699
2013-02-20 03:00:00,2013-02-20 04:00:00,1803.962
2013-02-20 04:00:00,2013-02-20 05:00:00,1819.956
2013-02-20 05:00:00,2013-02-20 06:00:00,1893.442
2013-02-20 06:00:00,2013-02-20 07:00:00,2097.212
2013-02-20 07:00:00,2013-02-20 08:00:00,2339.299
2013-02-20 08:00:00,2013-02-20 09:00:00,2471.859
2013-02-20 09:00:00,2013-02-20 10:00:00,2604.856
2013-02-20 10:00:00,2013-02-20 11:00:00,2734.553
2013-02-20 11:00:00,2013-02-20 12:00:00,2886.806
2013-02-20 12:00:00,2013-02-20 13:00:00,3050.961
2013-02-20 13:00:00,2013-02-20 14:00:00,3256.457
2013-02-20 14:00:00,2013-02-20 15:00:00,3384.319
2013-02-20 15:00:00,2013-02-20 16:00:00,3523.802
2013-02-20 16:00:00,2013-02-20 17:00:00,3653.442
2013-02-20 17:00:00,2013-02-20 18:00:00,3650.136
2013-02-20 18:00:00,2013-02-20 19:00:00,3599.697
2013-02-20 19:00:00,2013-02-20 20:00:00,3600.934
2013-02-20 20:00:00,2013-02-20 21:00:00,3438.835
2013-02-20 21:00:00,2013-02-20 22:00:00,3137.317
2013-02-20 22:00:00,2013-02-20 23:00:00,2800.591
2013-02-20 23:00:00,2013-02-21 00:00:00,2491.115
2013-02-21 00:00:00,2013-02-21 01:00:00,2309.375
2013-02-21 01:00:00,2013-02-21 02:00:00,2204.004
2013-02-21 02:00:00,2013-02-21 03:00:00,2130.811
2013-02-21 03:00:00,2013-02-21 04:00:00,2074.318
2013-02-21 04:00:00,2013-02-21 05:00:00,2074.241
2013-02-21 05:00:00,2013-02-21 06:00:00,2190.729
2013-02-21 06:00:00,2013-02-21 07:00:00,2410.574
2013-02-21 07:00:00,2013-02-21 08:00:00,2651.172
2013-02-21 08:00:00,2013-02-21 09:00:00,2796.464
2013-02-21 09:00:00,2013-02-21 10:00:00,2872.509
2013-02-21 10:00:00,2013-02-21 11:00:00,2980.987
2013-02-21 11:00:00,2013-02-21 12:00:00,3138.982
2013-02-21 12:00:00,2013-02-21 13:00:00,3292.899
2013-02-21 13:00:00,2013-02-21 14:00:00,3465.257
2013-02-21 14:00:00,2013-02-21 15:00:00,3565.444
2013-02-21 15:00:00,2013-02-21 16:00:00,3615.306
2013-02-21 16:00:00,2013-02-21 17:00:00,3688.514
2013-02-21 17:00:00,2013-02-21 18:00:00,3649.545
2013-02-21 18:00:00,2013-02-21 19:00:00,3574.142
2013-02-21 19:00:00,2013-02-21 20:00:00,3522.473
2013-02-21 20:00:00,2013-02-21 21:00:00,3383.503
2013-02-21 21:00:00,2013-02-21 22:00:00,3073.665
2013-02-21 22:00:00,2013-02-21 23:00:00,2729.427
2013-02-21 23:00:00,2013-02-22 00:00:00,2433.01
2013-02-22 00:00:00,2013-02-22 01:00:00,2246.955
2013-02-22 01:00:00,2013-02-22 02:00:00,2148.631
2013-02-22 02:00:00,2013-02-22 03:00:00,2104.645
2013-02-22 03:00:00,2013-02-22 04:00:00,2079.701
2013-02-22 04:00:00,2013-02-22 05:00:00,2071.501
2013-02-22 05:00:00,2013-02-22 06:00:00,2157.732
2013-02-22 06:00:00,2013-02-22 07:00:00,2357.579
2013-02-22 07:00:00,2013-02-22 08:00:00,2601.157
2013-02-22 08:00:00,2013-02-22 09:00:00,2682.318
2013-02-22 09:00:00,2013-02-22 10:00:00,2718.676
2013-02-22 10:00:00,2013-02-22 11:00:00,2788.995
2013-02-22 11:00:00,2013-02-22 12:00:00,2805.008
2013-02-22 12:00:00,2013-02-22 13:00:00,2764.141
2013-02-22 13:00:00,2013-02-22 14:00:00,2719.7
2013-02-22 14:00:00,2013-02-22 15:00:00,2686.756
2013-02-22 15:00:00,2013-02-22 16:00:00,2682.08
2013-02-22 16:00:00,2013-02-22 17:00:00,2669.62
2013-02-22 17:00:00,2013-02-22 18:00:00,2530.836
2013-02-22 18:00:00,2013-02-22 19:00:00,2399.838
2013-02-22 19:00:00,2013-02-22 20:00:00,2358.465
2013-02-22 20:00:00,2013-02-22 21:00:00,2179.708
2013-02-22 21:00:00,2013-02-22 22:00:00,1985.797
2013-02-22 22:00:00,2013-02-22 23:00:00,1864.736
2013-02-22 23:00:00,2013-02-23 00:00:00,1749.484
2013-02-23 00:00:00,2013-02-23 01:00:00,1664.196
2013-02-23 01:00:00,2013-02-23 02:00:00,1605.323
2013-02-23 02:00:00,2013-02-23 03:00:00,1571.771
2013-02-23 03:00:00,2013-02-23 04:00:00,1542.385
2013-02-23 04:00:00,2013-02-23 05:00:00,1534.408
2013-02-23 05:00:00,2013-02-23 06:00:00,1607.662
2013-02-23 06:00:00,2013-02-23 07:00:00,1685.899
2013-02-23 07:00:00,2013-02-23 08:00:00,1786.371
2013-02-23 08:00:00,2013-02-23 09:00:00,1909.564
2013-02-23 09:00:00,2013-02-23 10:00:00,1973.759
2013-02-23 10:00:00,2013-02-23 11:00:00,1952.386
2013-02-23 11:00:00,2013-02-23 12:00:00,1959.77
2013-02-23 12:00:00,2013-02-23 13:00:00,1954.843
2013-02-23 13:00:00,2013-02-23 14:00:00,1946.342
2013-02-23 14:00:00,2013-02-23 15:00:00,1972.106
2013-02-23 15:00:00,2013-02-23 16:00:00,1995.297
2013-02-23 16:00:00,2013-02-23 17:00:00,2051.667
2013-02-23 17:00:00,2013-02-23 18:00:00,2079.886
2013-02-23 18:00:00,2013-02-23 19:00:00,2106.562
2013-02-23 19:00:00,2013-02-23 20:00:00,2154.526
2013-02-23 20:00:00,2013-02-23 21:00:00,2071.109
2013-02-23 21:00:00,2013-02-23 22:00:00,1954.512
2013-02-23 22:00:00,2013-02-23 23:00:00,1840.717
2013-02-23 23:00:00,2013-02-24 00:00:00,1714.66
2013-02-24 00:00:00,2013-02-24 01:00:00,1638.154
2013-02-24 01:00:00,2013-02-24 02:00:00,1578.852
2013-02-24 02:00:00,2013-02-24 03:00:00,1529.388
2013-02-24 03:00:00,2013-02-24 04:00:00,1515.729
2013-02-24 04:00:00,2013-02-24 05:00:00,1503.134
2013-02-24 05:00:00,2013-02-24 06:00:00,1551.358
2013-02-24 06:00:00,2013-02-24 07:00:00,1550.473
2013-02-24 07:00:00,2013-02-24 08:00:00,1623.051
2013-02-24 08:00:00,2013-02-24 09:00:00,1696.784
2013-02-24 09:00:00,2013-02-24 10:00:00,1760.147
2013-02-24 10:00:00,2013-02-24 11:00:00,1803.69
2013-02-24 11:00:00,2013-02-24 12:00:00,1830.253
2013-02-24 12:00:00,2013-02-24 13:00:00,1866.316
2013-02-24 13:00:00,2013-02-24 14:00:00,1899.151
2013-02-24 14:00:00,2013-02-24 15:00:00,1944.619
2013-02-24 15:00:00,2013-02-24 16:00:00,2009.326
2013-02-24 16:00:00,2013-02-24 17:00:00,2083.378
2013-02-24 17:00:00,2013-02-24 18:00:00,2155.099
2013-02-24 18:00:00,2013-02-24 19:00:00,2218.458
2013-02-24 19:00:00,2013-02-24 20:00:00,2251.827
2013-02-24 20:00:00,2013-02-24 21:00:00,2169.964
2013-02-24 21:00:00,2013-02-24 22:00:00,2021.577
2013-02-24 22:00:00,2013-02-24 23:00:00,1867.027
2013-02-24 23:00:00,2013-02-25 00:00:00,1737.375
2013-02-25 00:00:00,2013-02-25 01:00:00,1675.918
2013-02-25 01:00:00,2013-02-25 02:00:00,1634.961
2013-02-25 02:00:00,2013-02-25 03:00:00,1626.156
2013-02-25 03:00:00,2013-02-25 04:00:00,1622.519
2013-02-25 04:00:00,2013-02-25 05:00:00,1659.392
2013-02-25 05:00:00,2013-02-25 06:00:00,1789.677
2013-02-25 06:00:00,2013-02-25 07:00:00,1980.626
2013-02-25 07:00:00,2013-02-25 08:00:00,2207.362
2013-02-25 08:00:00,2013-02-25 09:00:00,2280.452
2013-02-25 09:00:00,2013-02-25 10:00:00,2342.827
2013-02-25 10:00:00,2013-02-25 11:00:00,2395.856
2013-02-25 11:00:00,2013-02-25 12:00:00,2471.361
2013-02-25 12:00:00,2013-02-25 13:00:00,2575.912
2013-02-25 13:00:00,2013-02-25 14:00:00,2738.521
2013-02-25 14:00:00,2013-02-25 15:00:00,2896.313
2013-02-25 15:00:00,2013-02-25 16:00:00,3034.334
2013-02-25 16:00:00,2013-02-25 17:00:00,3140.428
2013-02-25 17:00:00,2013-02-25 18:00:00,3138.39
2013-02-25 18:00:00,2013-02-25 19:00:00,3038.92
2013-02-25 19:00:00,2013-02-25 20:00:00,2989.691
2013-02-25 20:00:00,2013-02-25 21:00:00,2838.707
2013-02-25 21:00:00,2013-02-25 22:00:00,2598.884
2013-02-25 22:00:00,2013-02-25 23:00:00,2333.635
2013-02-25 23:00:00,2013-02-26 00:00:00,2107.392
2013-02-26 00:00:00,2013-02-26 01:00:00,1978.982
2013-02-26 01:00:00,2013-02-26 02:00:00,1891.411
2013-02-26 02:00:00,2013-02-26 03:00:00,1828.657
2013-02-26 03:00:00,2013-02-26 04:00:00,1805.6
2013-02-26 04:00:00,2013-02-26 05:00:00,1826.444
2013-02-26 05:00:00,2013-02-26 06:00:00,1917.784
2013-02-26 06:00:00,2013-02-26 07:00:00,2113.44
2013-02-26 07:00:00,2013-02-26 08:00:00,2361.33
2013-02-26 08:00:00,2013-02-26 09:00:00,2488.23
2013-02-26 09:00:00,2013-02-26 10:00:00,2596.997
2013-02-26 10:00:00,2013-02-26 11:00:00,2713.805
2013-02-26 11:00:00,2013-02-26 12:00:00,2853.728
2013-02-26 12:00:00,2013-02-26 13:00:00,3008.711
2013-02-26 13:00:00,2013-02-26 14:00:00,3175.344
2013-02-26 14:00:00,2013-02-26 15:00:00,3318.198
2013-02-26 15:00:00,2013-02-26 16:00:00,3395.477
2013-02-26 16:00:00,2013-02-26 17:00:00,3452.778
2013-02-26 17:00:00,2013-02-26 18:00:00,3452.672
2013-02-26 18:00:00,2013-02-26 19:00:00,3351.847
2013-02-26 19:00:00,2013-02-26 20:00:00,3332.712
2013-02-26 20:00:00,2013-02-26 21:00:00,3178.464
2013-02-26 21:00:00,2013-02-26 22:00:00,2890.036
2013-02-26 22:00:00,2013-02-26 23:00:00,2536.47
2013-02-26 23:00:00,2013-02-27 00:00:00,2246.473
2013-02-27 00:00:00,2013-02-27 01:00:00,2067.797
2013-02-27 01:00:00,2013-02-27 02:00:00,1961.823
2013-02-27 02:00:00,2013-02-27 03:00:00,1887.53
2013-02-27 03:00:00,2013-02-27 04:00:00,1841.074
2013-02-27 04:00:00,2013-02-27 05:00:00,1842.233
2013-02-27 05:00:00,2013-02-27 06:00:00,1949.805
2013-02-27 06:00:00,2013-02-27 07:00:00,2136.055
2013-02-27 07:00:00,2013-02-27 08:00:00,2323.76
2013-02-27 08:00:00,2013-02-27 09:00:00,2442.333
2013-02-27 09:00:00,2013-02-27 10:00:00,2523.741
2013-02-27 10:00:00,2013-02-27 11:00:00,2581.573
2013-02-27 11:00:00,2013-02-27 12:00:00,2657.992
2013-02-27 12:00:00,2013-02-27 13:00:00,2787.365
2013-02-27 13:00:00,2013-02-27 14:00:00,2934.664
2013-02-27 14:00:00,2013-02-27 15:00:00,3076.16
2013-02-27 15:00:00,2013-02-27 16:00:00,3201.1
2013-02-27 16:00:00,2013-02-27 17:00:00,3333.725
2013-02-27 17:00:00,2013-02-27 18:00:00,3332.974
2013-02-27 18:00:00,2013-02-27 19:00:00,3238.241
2013-02-27 19:00:00,2013-02-27 20:00:00,3211.279
2013-02-27 20:00:00,2013-02-27 21:00:00,3000.05
2013-02-27 21:00:00,2013-02-27 22:00:00,2726.512
2013-02-27 22:00:00,2013-02-27 23:00:00,2414.212
2013-02-27 23:00:00,2013-02-28 00:00:00,2153.466
2013-02-28 00:00:00,2013-02-28 01:00:00,1976.435
2013-02-28 01:00:00,2013-02-28 02:00:00,1874.742
2013-02-28 02:00:00,2013-02-28 03:00:00,1826.3
2013-02-28 03:00:00,2013-02-28 04:00:00,1786.868
2013-02-28 04:00:00,2013-02-28 05:00:00,1786.115
2013-02-28 05:00:00,2013-02-28 06:00:00,1891.283
2013-02-28 06:00:00,2013-02-28 07:00:00,2084.049
2013-02-28 07:00:00,2013-02-28 08:00:00,2303.012
2013-02-28 08:00:00,2013-02-28 09:00:00,2385.162
2013-02-28 09:00:00,2013-02-28 10:00:00,2455.346
2013-02-28 10:00:00,2013-02-28 11:00:00,2530.987
2013-02-28 11:00:00,2013-02-28 12:00:00,2613.239
2013-02-28 12:00:00,2013-02-28 13:00:00,2713.805
2013-02-28 13:00:00,2013-02-28 14:00:00,2820.423
2013-02-28 14:00:00,2013-02-28 15:00:00,2909.582
2013-02-28 15:00:00,2013-02-28 16:00:00,3024.488
2013-02-28 16:00:00,2013-02-28 17:00:00,3126.663
2013-02-28 17:00:00,2013-02-28 18:00:00,3136.798
2013-02-28 18:00:00,2013-02-28 19:00:00,3057.488
2013-02-28 19:00:00,2013-02-28 20:00:00,3040.542
2013-02-28 20:00:00,2013-02-28 21:00:00,2853.968
2013-02-28 21:00:00,2013-02-28 22:00:00,2568.292
2013-02-28 22:00:00,2013-02-28 23:00:00,2283.455
2013-02-28 23:00:00,2013-03-01 00:00:00,2049.796
2013-03-01 00:00:00,2013-03-01 01:00:00,1901.952
2013-03-01 01:00:00,2013-03-01 02:00:00,1822.922
2013-03-01 02:00:00,2013-03-01 03:00:00,1795.699
2013-03-01 03:00:00,2013-03-01 04:00:00,1758.743
2013-03-01 04:00:00,2013-03-01 05:00:00,1765.838
2013-03-01 05:00:00,2013-03-01 06:00:00,1874.818
2013-03-01 06:00:00,2013-03-01 07:00:00,2047.441
2013-03-01 07:00:00,2013-03-01 08:00:00,2254.263
2013-03-01 08:00:00,2013-03-01 09:00:00,2378.236
2013-03-01 09:00:00,2013-03-01 10:00:00,2467.798
2013-03-01 10:00:00,2013-03-01 11:00:00,2545.352
2013-03-01 11:00:00,2013-03-01 12:00:00,2630.339
2013-03-01 12:00:00,2013-03-01 13:00:00,2726.539
2013-03-01 13:00:00,2013-03-01 14:00:00,2847.675
2013-03-01 14:00:00,2013-03-01 15:00:00,2937.191
2013-03-01 15:00:00,2013-03-01 16:00:00,3036.424
2013-03-01 16:00:00,2013-03-01 17:00:00,3118.624
2013-03-01 17:00:00,2013-03-01 18:00:00,3049.904
2013-03-01 18:00:00,2013-03-01 19:00:00,2895.101
2013-03-01 19:00:00,2013-03-01 20:00:00,2829.017
2013-03-01 20:00:00,2013-03-01 21:00:00,2683.211
2013-03-01 21:00:00,2013-03-01 22:00:00,2452.557
2013-03-01 22:00:00,2013-03-01 23:00:00,2208.498
2013-03-01 23:00:00,2013-03-02 00:00:00,2000.465
2013-03-02 00:00:00,2013-03-02 01:00:00,1832.836
2013-03-02 01:00:00,2013-03-02 02:00:00,1749.392
2013-03-02 02:00:00,2013-03-02 03:00:00,1702.267
2013-03-02 03:00:00,2013-03-02 04:00:00,1643.714
2013-03-02 04:00:00,2013-03-02 05:00:00,1657.585
2013-03-02 05:00:00,2013-03-02 06:00:00,1698.918
2013-03-02 06:00:00,2013-03-02 07:00:00,1733.437
2013-03-02 07:00:00,2013-03-02 08:00:00,1857.495
2013-03-02 08:00:00,2013-03-02 09:00:00,1984.654
2013-03-02 09:00:00,2013-03-02 10:00:00,2057.64
2013-03-02 10:00:00,2013-03-02 11:00:00,2084.046
2013-03-02 11:00:00,2013-03-02 12:00:00,2116
2013-03-02 12:00:00,2013-03-02 13:00:00,2144.9
2013-03-02 13:00:00,2013-03-02 14:00:00,2167.585
2013-03-02 14:00:00,2013-03-02 15:00:00,2210.364
2013-03-02 15:00:00,2013-03-02 16:00:00,2250.01
2013-03-02 16:00:00,2013-03-02 17:00:00,2325.196
2013-03-02 17:00:00,2013-03-02 18:00:00,2348.905
2013-03-02 18:00:00,2013-03-02 19:00:00,2349.187
2013-03-02 19:00:00,2013-03-02 20:00:00,2385.128
2013-03-02 20:00:00,2013-03-02 21:00:00,2286.85
2013-03-02 21:00:00,2013-03-02 22:00:00,2155.482
2013-03-02 22:00:00,2013-03-02 23:00:00,2011.334
2013-03-02 23:00:00,2013-03-03 00:00:00,1879.806
2013-03-03 00:00:00,2013-03-03 01:00:00,1754.738
2013-03-03 01:00:00,2013-03-03 02:00:00,1684.644
2013-03-03 02:00:00,2013-03-03 03:00:00,1638.601
2013-03-03 03:00:00,2013-03-03 04:00:00,1603.356
2013-03-03 04:00:00,2013-03-03 05:00:00,1610.746
2013-03-03 05:00:00,2013-03-03 06:00:00,1632.679
2013-03-03 06:00:00,2013-03-03 07:00:00,1632.493
2013-03-03 07:00:00,2013-03-03 08:00:00,1726.927
2013-03-03 08:00:00,2013-03-03 09:00:00,1828.56
2013-03-03 09:00:00,2013-03-03 10:00:00,1918.881
2013-03-03 10:00:00,2013-03-03 11:00:00,1978.531
2013-03-03 11:00:00,2013-03-03 12:00:00,2058.327
2013-03-03 12:00:00,2013-03-03 13:00:00,2133.872
2013-03-03 13:00:00,2013-03-03 14:00:00,2214.028
2013-03-03 14:00:00,2013-03-03 15:00:00,2284.19
2013-03-03 15:00:00,2013-03-03 16:00:00,2374.27
2013-03-03 16:00:00,2013-03-03 17:00:00,2462.658
2013-03-03 17:00:00,2013-03-03 18:00:00,2498.746
2013-03-03 18:00:00,2013-03-03 19:00:00,2464.914
2013-03-03 19:00:00,2013-03-03 20:00:00,2497.436
2013-03-03 20:00:00,2013-03-03 21:00:00,2394.235
2013-03-03 21:00:00,2013-03-03 22:00:00,2254.394
2013-03-03 22:00:00,2013-03-03 23:00:00,2094.272
2013-03-03 23:00:00,2013-03-04 00:00:00,1946.492
2013-03-04 00:00:00,2013-03-04 01:00:00,1834.338
2013-03-04 01:00:00,2013-03-04 02:00:00,1754.028
2013-03-04 02:00:00,2013-03-04 03:00:00,1703.139
2013-03-04 03:00:00,2013-03-04 04:00:00,1669.042
2013-03-04 04:00:00,2013-03-04 05:00:00,1683.053
2013-03-04 05:00:00,2013-03-04 06:00:00,1717.772
2013-03-04 06:00:00,2013-03-04 07:00:00,1767.475
2013-03-04 07:00:00,2013-03-04 08:00:00,1896.335
2013-03-04 08:00:00,2013-03-04 09:00:00,2004.287
2013-03-04 09:00:00,2013-03-04 10:00:00,2074.101
2013-03-04 10:00:00,2013-03-04 11:00:00,2033.917
2013-03-04 11:00:00,2013-03-04 12:00:00,2005.249
2013-03-04 12:00:00,2013-03-04 13:00:00,2019.005
2013-03-04 13:00:00,2013-03-04 14:00:00,1999.194
2013-03-04 14:00:00,2013-03-04 15:00:00,2014.74
2013-03-04 15:00:00,2013-03-04 16:00:00,2140.261
2013-03-04 16:00:00,2013-03-04 17:00:00,2220.803
